accno,store_name,rep_code,rep_name,health_score,tier_code,tier_label,tier_emoji,freq_3m,freq_6m,freq_12m,freq_score,visits_6m,visits_per_month,days_since_purchase,cadence_score,n_cats_all,n_cats_12m,cats_12m,basket_score,sku_depth_score,sku_depth_detail,trend_slope_pct,trend_score
KO011,One Day Only,QL,QL,13.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.33,0.0,0,0.0,264,0.0,4,4,"Accessories, PVA Paints, Waterproofing, Woodcare",36.4,19.1,PVA Paints:1.6%; Waterproofing:10.5%; Accessories:3.0%; Woodcare:4.0%,,0.0
KB077,BAPS  MAYFAIR,Z1,Z1,13.8,dormant,Dead / Dormant,🔴,0.0,0.33,0.17,8.2,0,0.0,167,0.0,1,1,Primers,9.1,10.0,Primers:2.5%,0.0,50.0
KL037,Lavender Moon Trading ta,NP,Nikhil Panchal,13.1,dormant,Dead / Dormant,🔴,0.0,0.17,0.17,4.2,0,0.0,165,0.0,1,1,Accessories,9.1,12.0,Accessories:3.0%,0.0,50.0
KJ037,Jad Doors (PTY) LTD,AC,Aboo Cassim,12.9,at_risk,At-Risk,🟠,0.67,0.5,0.83,12.5,0,0.0,67,0.0,6,1,Floor & Roof Paints,27.3,10.8,Floor & Roof Paints:2.7%,-100.0,0.0
KD061,DIY Tool Time,AC,Aboo Cassim,12.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,363,0.0,4,4,"Accessories, Enamel, QD Enamel, Waterproofing",36.4,13.0,Enamel:1.1%; Waterproofing:7.9%; QD Enamel:1.0%; Accessories:3.0%,,0.0
KB082,Bobras Hardware,AP,Amit Patel,12.4,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,0,0.0,142,0.0,1,1,QD Enamel,9.1,7.6,QD Enamel:1.9%,0.0,50.0
KS120,Shriya & Yatika Investments CC,KM,KM,12.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.42,0.0,0,0.0,333,0.0,7,2,"Accessories, QD Enamel",36.4,8.0,QD Enamel:1.0%; Accessories:3.0%,,0.0
KZ005,Zarina,Z1,Z1,12.1,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,56,0.0,1,1,Floor & Roof Paints,9.1,5.6,Floor & Roof Paints:1.4%,0.0,50.0
KK021/4,KK021/4,?,?,12.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,445,0.0,11,0,,40.0,0.0,,,0.0
KK021/1,KK021/1,?,?,12.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,445,0.0,11,0,,40.0,0.0,,,0.0
KS019/6,KS019/6,?,?,12.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,509,0.0,11,0,,40.0,0.0,,,0.0
KF034,Faeez Cassim,AC,Aboo Cassim,12.0,dormant,Dead / Dormant,🔴,0.0,0.33,0.25,8.2,0,0.0,94,0.0,3,3,"Accessories, Primers, QD Enamel",27.3,12.0,Accessories:3.0%; Primers:5.0%; QD Enamel:1.0%,-23.26,0.0
KB071/1,KB071/1,?,?,12.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,455,0.0,11,0,,40.0,0.0,,,0.0
KK021/2,KK021/2,?,?,12.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,445,0.0,11,0,,40.0,0.0,,,0.0
KH050,Hope and Harmony Projects,BV,Bhadresh Vallabh,11.6,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,87,0.0,1,1,PVA Paints,9.1,2.4,PVA Paints:0.6%,0.0,50.0
KS019/5,KS019/5,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,454,0.0,10,0,,36.4,0.0,,,0.0
KS019/2,KS019/2,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,476,0.0,10,0,,36.4,0.0,,,0.0
KS019/1,KS019/1,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,475,0.0,10,0,,36.4,0.0,,,0.0
KM148,Aaliya Hardware,NP,Nikhil Panchal,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,369,0.0,10,0,,36.4,0.0,,,0.0
KH028,OMELA DHABI & SON CC,BV,Bhadresh Vallabh,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,1,0.17,511,0.0,10,0,,36.4,0.0,,,0.0
KR008/1,KR008/1,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,476,0.0,10,0,,36.4,0.0,,,0.0
KR008/3,KR008/3,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,469,0.0,10,0,,36.4,0.0,,,0.0
KE005/1,KE005/1,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,466,0.0,10,0,,36.4,0.0,,,0.0
KP030/1,KP030/1,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,462,0.0,10,0,,36.4,0.0,,,0.0
KP005/3,KP005/3,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,468,0.0,10,0,,36.4,0.0,,,0.0
KJ022,Jane Furse Building Supply,AP,Amit Patel,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,508,0.0,10,0,,36.4,0.0,,,0.0
KD014,Discount HW Homebuild,BV,Bhadresh Vallabh,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,532,0.0,10,0,,36.4,0.0,,,0.0
KP005/1,KP005/1,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,444,0.0,10,0,,36.4,0.0,,,0.0
KP018/1,KP018/1,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,448,0.0,10,0,,36.4,0.0,,,0.0
KS017/1,KS017/1,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,461,0.0,10,0,,36.4,0.0,,,0.0
KR008/2,KR008/2,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,467,0.0,10,0,,36.4,0.0,,,0.0
KS019/7,KS019/7,?,?,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,446,0.0,10,0,,36.4,0.0,,,0.0
KM101,Mevish Cash & Carry,AP,Amit Patel,10.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,221,0.0,7,1,PVA Paints,30.9,9.2,PVA Paints:2.3%,,0.0
KP063,Projo Projects,BM,Byron Minnie,10.6,narrow,Active but Narrow,🟡,1.67,1.67,0.83,41.8,0,0.0,13,0.0,0,0,,0.0,0.0,,-9.74,1.3
KN033,Nimmi Investment,BV,Bhadresh Vallabh,10.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.25,0.0,0,0.0,215,0.0,4,3,"Accessories, Enamel, Floor & Roof Paints",30.9,8.8,Enamel:2.2%; Floor & Roof Paints:1.4%; Accessories:3.0%,,0.0
KO012,Olympic Inspiration Studio,KM,KM,10.6,at_risk,At-Risk,🟠,1.0,0.5,0.25,12.5,0,0.0,47,0.0,0,0,,0.0,0.0,,0.0,50.0
KM022/1,KM022/1,?,?,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,776,0.0,9,0,,32.7,0.0,,,0.0
KS011/1,KS011/1,?,?,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,460,0.0,9,0,,32.7,0.0,,,0.0
KS061/1,KS061/1,?,?,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,468,0.0,9,0,,32.7,0.0,,,0.0
KN024/9,KN024/9,?,?,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,451,0.0,9,0,,32.7,0.0,,,0.0
KD015,Discount Hardware Kanyamazane,BV,Bhadresh Vallabh,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,432,0.0,9,0,,32.7,0.0,,,0.0
KA008/1,KA008/1,?,?,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,525,0.0,9,0,,32.7,0.0,,,0.0
KS103,Sameer IT,Z1,Z1,9.8,at_risk,At-Risk,🟠,1.0,0.5,0.33,12.5,0,0.0,12,0.0,2,2,"Floor & Roof Paints, Waterproofing",18.2,8.0,Floor & Roof Paints:1.4%; Waterproofing:2.6%,-131.87,0.0
KA008/2,KA008/2,?,?,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,468,0.0,9,0,,32.7,0.0,,,0.0
KB093/1,KB093/1,?,?,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,440,0.0,9,0,,32.7,0.0,,,0.0
KL004/1,KL004/1,?,?,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,469,0.0,9,0,,32.7,0.0,,,0.0
KM027/4,KM027/4,?,?,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,469,0.0,9,0,,32.7,0.0,,,0.0
KM027/9,KM027/9,?,?,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,455,0.0,9,0,,32.7,0.0,,,0.0
KA056,A N Hardware,AP,Amit Patel,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,508,0.0,9,0,,32.7,0.0,,,0.0
KP054,Premium Build Hardware,AC,Aboo Cassim,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,390,0.0,9,0,,32.7,0.0,,,0.0
KM011,Quick Save Hardware,NP,Nikhil Panchal,9.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,4,0.67,530,13.3,7,0,,25.5,0.0,,,0.0
KC055,CKW life Style (PTY) LTD,BM,Byron Minnie,9.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,299,0.0,2,2,"Accessories, Floor & Roof Paints",18.2,27.0,Floor & Roof Paints:1.4%; Accessories:12.1%,,0.0
KN024/7,KN024/7,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,451,0.0,8,0,,29.1,0.0,,,0.0
KN022/1,KN022/1,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,526,0.0,8,0,,29.1,0.0,,,0.0
KP002/2,KP002/2,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,535,0.0,8,0,,29.1,0.0,,,0.0
KP005/2,KP005/2,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,479,0.0,8,0,,29.1,0.0,,,0.0
KN024/6,KN024/6,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,462,0.0,8,0,,29.1,0.0,,,0.0
KN024/4,KN024/4,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,451,0.0,8,0,,29.1,0.0,,,0.0
KN024/8,KN024/8,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,451,0.0,8,0,,29.1,0.0,,,0.0
KN024/5,KN024/5,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,518,0.0,8,0,,29.1,0.0,,,0.0
KN024/2,KN024/2,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,518,0.0,8,0,,29.1,0.0,,,0.0
KS019/4,KS019/4,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,475,0.0,8,0,,29.1,0.0,,,0.0
KH032,Hardware Hub,NP,Nikhil Panchal,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,524,0.0,8,0,,29.1,0.0,,,0.0
KS019/3,KS019/3,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,476,0.0,8,0,,29.1,0.0,,,0.0
KZ010,Z & K Building Consultants,AC,Aboo Cassim,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,516,0.0,8,0,,29.1,0.0,,,0.0
KN024/1,KN024/1,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,451,0.0,8,0,,29.1,0.0,,,0.0
KN024/3,KN024/3,?,?,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,542,0.0,8,0,,29.1,0.0,,,0.0
KO013,Olive Urban,BM,Byron Minnie,8.6,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,47,0.0,0,0,,0.0,0.0,,0.0,50.0
KA040,A & S Enterprises (Pty) Ltd,NP,Nikhil Panchal,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,627,0.0,7,0,,25.5,0.0,,,0.0
KP005/4,KP005/4,?,?,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,462,0.0,7,0,,25.5,0.0,,,0.0
KB073,Best Build Hardware,AC,Aboo Cassim,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,593,0.0,7,0,,25.5,0.0,,,0.0
KP053/4,KP053/4,?,?,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,462,0.0,7,0,,25.5,0.0,,,0.0
KA022,NSR Hardware C.C.,BV,Bhadresh Vallabh,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,1,0.17,691,0.0,7,0,,25.5,0.0,,,0.0
KM143,Wellmark Investments,NP,Nikhil Panchal,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,462,0.0,7,0,,25.5,0.0,,,0.0
KN004,Neha HW & Bldg. Mat.,NP,Nikhil Panchal,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,2,0.33,389,0.0,7,0,,25.5,0.0,,,0.0
KM056,Madina PropertY Trust,NP,Nikhil Panchal,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,665,0.0,7,0,,25.5,0.0,,,0.0
KM116,Maserumo Xpress,AP,Amit Patel,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,518,0.0,7,0,,25.5,0.0,,,0.0
KD017,Discount Hardware,AP,Amit Patel,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,521,0.0,7,0,,25.5,0.0,,,0.0
KV018,Vantis Gift Centre CC,AC,Aboo Cassim,7.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,185,0.0,2,1,Accessories,12.7,24.4,Accessories:6.1%,,0.0
KM027/7,KM027/7,?,?,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,517,0.0,6,0,,21.8,0.0,,,0.0
KM012/1,KM012/1,?,?,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,467,0.0,6,0,,21.8,0.0,,,0.0
KF016,Friends,NP,Nikhil Panchal,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,509,0.0,6,0,,21.8,0.0,,,0.0
KP053/2,KP053/2,?,?,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,461,0.0,6,0,,21.8,0.0,,,0.0
KM004/2,KM004/2,?,?,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,643,0.0,6,0,,21.8,0.0,,,0.0
KL011/1,KL011/1,?,?,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,615,0.0,6,0,,21.8,0.0,,,0.0
KB013/2,KB013/2,?,?,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,469,0.0,6,0,,21.8,0.0,,,0.0
KB013/1,KB013/1,?,?,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,615,0.0,6,0,,21.8,0.0,,,0.0
KB036,BRM Investments,AP,Amit Patel,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,635,0.0,6,0,,21.8,0.0,,,0.0
KF011,Family Hardware,AP,Amit Patel,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,511,0.0,6,0,,21.8,0.0,,,0.0
KD054,Discount Builders,BV,Bhadresh Vallabh,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,614,0.0,6,0,,21.8,0.0,,,0.0
KS128,Steel City Hardware,NP,Nikhil Panchal,6.4,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,340,0.0,4,1,PVA Paints,20.0,2.4,PVA Paints:0.6%,,0.0
KW014,Walwati Properties (PTY) LTD,AC,Aboo Cassim,6.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,2,0.33,340,0.0,2,2,"Enamel, QD Enamel",18.2,4.2,QD Enamel:1.0%; Enamel:1.1%,,0.0
KB105,BAPS Lenasia,SP,SP,5.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,0,0.0,210,0.0,2,2,"PVA Paints, QD Enamel",18.2,3.2,PVA Paints:0.6%; QD Enamel:1.0%,,0.0
KD016/2,KD016/2,?,?,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,727,0.0,5,0,,18.2,0.0,,,0.0
KQ005,Qwa Qwa HW - TA Mica HWare,NP,Nikhil Panchal,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,398,0.0,5,0,,18.2,0.0,,,0.0
KF018/3,KF018/3,?,?,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,439,0.0,5,0,,18.2,0.0,,,0.0
KV016,Vendeco Trading,BV,Bhadresh Vallabh,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,2,0.33,739,0.0,5,0,,18.2,0.0,,,0.0
KV019,Vaal Electrical Hardware,AC,Aboo Cassim,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,678,0.0,5,0,,18.2,0.0,,,0.0
KD058,Discount Build Hardware,BV,Bhadresh Vallabh,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,466,0.0,5,0,,18.2,0.0,,,0.0
KF018/1,KF018/1,?,?,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,460,0.0,5,0,,18.2,0.0,,,0.0
KY004,Builders Mart,NP,Nikhil Panchal,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,389,0.0,5,0,,18.2,0.0,,,0.0
KM027/6,KM027/6,?,?,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,462,0.0,5,0,,18.2,0.0,,,0.0
KM027/12,KM027/12,?,?,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,445,0.0,5,0,,18.2,0.0,,,0.0
KM027/14,KM027/14,?,?,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,445,0.0,5,0,,18.2,0.0,,,0.0
KA112,AR Electrical,LDB,LDB,5.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.25,0.0,0,0.0,241,0.0,1,1,Floor & Roof Paints,9.1,16.4,Floor & Roof Paints:4.1%,,0.0
KA072,Amods Electrical & Plumbing,AP,Amit Patel,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,717,0.0,4,0,,14.5,0.0,,,0.0
KH021/1,KH021/1,?,?,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,438,0.0,4,0,,14.5,0.0,,,0.0
KT014/1,KT014/1,?,?,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,524,0.0,4,0,,14.5,0.0,,,0.0
KH021/2,KH021/2,?,?,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,441,0.0,4,0,,14.5,0.0,,,0.0
KF018/5,KF018/5,?,?,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,550,0.0,4,0,,14.5,0.0,,,0.0
KF018/4,KF018/4,?,?,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,648,0.0,4,0,,14.5,0.0,,,0.0
KM071/1,KM071/1,?,?,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,455,0.0,4,0,,14.5,0.0,,,0.0
KI015/1,KI015/1,?,?,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,458,0.0,4,0,,14.5,0.0,,,0.0
KP057,Priyanka Supermarket,BV,Bhadresh Vallabh,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,552,0.0,4,0,,14.5,0.0,,,0.0
KQ012,Sembro Hardware T A Concrete &,NP,Nikhil Panchal,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,706,0.0,4,0,,14.5,0.0,,,0.0
KP053/3,KP053/3,?,?,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,452,0.0,4,0,,14.5,0.0,,,0.0
KG034,Gauteng Bed Manufacturers,Z1,Z1,3.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,0,0.0,299,0.0,1,1,Floor & Roof Paints,9.1,5.6,Floor & Roof Paints:1.4%,,0.0
KU007,Ultra Safety Tint,Z1,Z1,3.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,476,0.0,3,0,,10.9,0.0,,,0.0
KA078,Asif Cash & Carry & Hardware,NP,Nikhil Panchal,3.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,2,0.33,251,0.0,1,1,PVA Paints,9.1,4.0,PVA Paints:1.0%,,0.0
KZ008/1,KZ008/1,?,?,3.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,727,0.0,3,0,,10.9,0.0,,,0.0
KP058/1,KP058/1,?,?,3.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,524,0.0,3,0,,10.9,0.0,,,0.0
KG006/4,KG006/4,?,?,3.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,726,0.0,3,0,,10.9,0.0,,,0.0
KS111,Speedy Hardware,NP,Nikhil Panchal,3.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,654,0.0,3,0,,10.9,0.0,,,0.0
KM027/1,KM027/1,?,?,3.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,510,0.0,3,0,,10.9,0.0,,,0.0
KM004/1,KM004/1,?,?,3.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,770,0.0,3,0,,10.9,0.0,,,0.0
KP062,Paint Kingdom,LDB,LDB,3.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,248,0.0,1,1,Enamel,9.1,2.0,Enamel:0.5%,,0.0
KM008,Maxi Save Hardware Corporation,NP,Nikhil Panchal,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,1,0.17,384,0.0,2,0,,7.3,0.0,,,0.0
KS123,KS123,?,?,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,788,0.0,2,0,,7.3,0.0,,,0.0
KM027/15,KM027/15,?,?,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,544,0.0,2,0,,7.3,0.0,,,0.0
KA107,Applemint Properties 91 Pty Lt,BV,Bhadresh Vallabh,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,526,0.0,2,0,,7.3,0.0,,,0.0
KH013/1,KH013/1,?,?,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,454,0.0,2,0,,7.3,0.0,,,0.0
KM156,Mohan Hira (Tolstoy Farm),Z1,Z1,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,724,0.0,2,0,,7.3,0.0,,,0.0
KD024,KD024,?,?,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,665,0.0,2,0,,7.3,0.0,,,0.0
KS046,Scenic Route Trading 580 cc,BV,Bhadresh Vallabh,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,612,0.0,2,0,,7.3,0.0,,,0.0
KB047,Sunshine 786 Trading,NP,Nikhil Panchal,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,461,0.0,2,0,,7.3,0.0,,,0.0
KB044,Border Plumbing & Hardware,BV,Bhadresh Vallabh,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,538,0.0,2,0,,7.3,0.0,,,0.0
KH017,Capstan Trading 896 CC,NP,Nikhil Panchal,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,740,0.0,1,0,,3.6,0.0,,,0.0
KM027/2,KM027/2,?,?,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,598,0.0,1,0,,3.6,0.0,,,0.0
KM027/16,KM027/16,?,?,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,795,0.0,1,0,,3.6,0.0,,,0.0
KM027/5,KM027/5,?,?,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,475,0.0,1,0,,3.6,0.0,,,0.0
KM068,Warden Mica,NP,Nikhil Panchal,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,508,0.0,1,0,,3.6,0.0,,,0.0
KA066,KA066,?,?,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,439,0.0,1,0,,3.6,0.0,,,0.0
KL048,Living Inspired Interiors,BM,Byron Minnie,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,0,0.0,271,0.0,1,0,,3.6,0.0,,,0.0
KV020,KV020,?,?,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,579,0.0,1,0,,3.6,0.0,,,0.0
KM027/13,KM027/13,?,?,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,545,0.0,1,0,,3.6,0.0,,,0.0
KE016,Eeezee Foam (Pty) Ltd,AC,Aboo Cassim,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,798,0.0,1,0,,3.6,0.0,,,0.0
KR039,Re Dev Co (Pty) Ltd.,Z1,Z1,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,647,0.0,1,0,,3.6,0.0,,,0.0
